"","price_open","price_high","price_low","price_close","volume","price_adjusted","ref_date","ticker","ret_adjusted_prices","ret_closing_prices"
"1169",8.25,8.31,8.12,8.15,6978600,8.15,2019-05-14,"USIM5.SA",-0.00366748166259157,-0.00366748166259157
"1170",8.06,8.11,7.92,7.95,9635000,7.95,2019-05-15,"USIM5.SA",-0.0245398773006135,-0.0245398773006135
"1171",7.98,8.03,7.7,7.7,11091500,7.7,2019-05-16,"USIM5.SA",-0.0314465408805031,-0.0314465408805031
"1172",7.75,8.12,7.74,7.89,13694500,7.89,2019-05-17,"USIM5.SA",0.0246753246753246,0.0246753246753246
"1173",7.94,8.09,7.86,8.01,7899600,8.01,2019-05-20,"USIM5.SA",0.0152091254752851,0.0152091254752851
"1174",8.1,8.44,8.05,8.43,10775100,8.43,2019-05-21,"USIM5.SA",0.0524344569288389,0.0524344569288389
"1175",8.53,8.57,8.26,8.45,11554300,8.45,2019-05-22,"USIM5.SA",0.00237247924080664,0.00237247924080664
"1176",8.3,8.35,8.14,8.15,11008800,8.15,2019-05-23,"USIM5.SA",-0.0355029585798815,-0.0355029585798815
"1177",8.22,8.31,8.15,8.2,7341000,8.2,2019-05-24,"USIM5.SA",0.00613496932515334,0.00613496932515334
"1178",8.32,8.42,8.23,8.23,6260700,8.23,2019-05-27,"USIM5.SA",0.00365853658536608,0.00365853658536608
"1179",8.24,8.31,8.2,8.26,6117900,8.26,2019-05-28,"USIM5.SA",0.00364520048602657,0.00364520048602657
"1180",8.2,8.37,8.13,8.26,9630400,8.26,2019-05-29,"USIM5.SA",0,0
"1181",8.31,8.56,8.27,8.33,10667500,8.33,2019-05-30,"USIM5.SA",0.00847457627118642,0.00847457627118642
"1182",8.29,8.38,8.15,8.2,8876100,8.2,2019-05-31,"USIM5.SA",-0.0156062424969989,-0.0156062424969989
"1183",8.27,8.28,7.93,8,13205600,8,2019-06-03,"USIM5.SA",-0.0243902439024389,-0.0243902439024389
"1184",8.08,8.28,8.08,8.28,11534300,8.28,2019-06-04,"USIM5.SA",0.0349999999999999,0.0349999999999999
"1185",8.25,8.37,8.18,8.26,5302600,8.26,2019-06-05,"USIM5.SA",-0.00241545893719797,-0.00241545893719797
"1186",8.3,8.34,8.11,8.24,6570100,8.24,2019-06-06,"USIM5.SA",-0.00242130750605318,-0.00242130750605318
